ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;7.288388;658;2025-04-14;2025-04-22
BBAR;1.945404;8010;2025-04-14;2025-04-22
BMA;2.77285;10775;2025-04-14;2025-04-22
BYMA;25.02347;409.5;2025-04-14;2025-04-22
CEPU;11.819375;1305;2025-04-14;2025-04-22
COME;29.609666;142.5;2025-04-14;2025-04-22
CRES;3.431536;1405;2025-04-14;2025-04-22
EDN;3.909272;1880;2025-04-14;2025-04-22
GGAL;9.935998;7280;2025-04-14;2025-04-22
IRSA;2.982011;1645;2025-04-14;2025-04-22
LOMA;2.650993;2475;2025-04-14;2025-04-22
METR;1.620991;2050;2025-04-14;2025-04-22
PAMP;9.771309;3570;2025-04-14;2025-04-22
SUPV;2.618999;3685;2025-04-14;2025-04-22
TGNO4;0.834219;3230;2025-04-14;2025-04-22
TGSU2;2.807931;6170;2025-04-14;2025-04-22
TRAN;1.998759;2055;2025-04-14;2025-04-22
TXAR;16.049038;603;2025-04-14;2025-04-22
VALO;7.951059;271;2025-04-14;2025-04-22
YPFD;1.471634;38300;2025-04-14;2025-04-22
